customer_id;date;age;gender;region;traffic_source;campaign;time_on_site_s;pages_visited;converted;purchase_amount;num_items;delivery_time_days;satisfaction
3977;09.03.2025;43;Female;West;Organic;;202,6;6;0;0;0;0;
3307;09.03.2025;20;Female;East;Referral;;198,9;4;0;0;0;0;
443;09.03.2025;22;Male;West;PaidAds;CAMP7;195,8;13;0;0;0;0;
1769;09.03.2025;36;Male;West;PaidAds;CAMP6;174,9;6;0;0;0;0;
2391;09.03.2025;31;Female;West;PaidAds;CAMP3;167,9;7;0;0;0;0;
449;09.03.2025;28;Male;West;Organic;;166;2;0;0;0;0;
4739;09.03.2025;39;Male;South;PaidAds;CAMP5;165,1;7;0;0;0;0;
3725;09.03.2025;27;Male;South;Organic;;119;6;0;0;0;0;
1;09.03.2025;22;Male;West;Organic;;103;6;0;0;0;0;
4786;09.03.2025;59;Female;East;Organic;;97,7;5;0;0;0;0;
4658;09.04.2025;53;Male;South;Email;;377,8;3;1;64,67;4;11;4
4835;09.04.2025;47;Male;East;Email;;566,9;3;1;52,55;2;5;4
49;09.04.2025;18;Female;East;PaidAds;CAMP3;367,6;6;1;44,7;4;4;4
1700;09.04.2025;22;Female;South;Organic;;923,7;3;1;21,16;1;11;5
1864;09.04.2025;36;Female;North;PaidAds;CAMP6;291,6;6;1;16;2;14;5
4825;09.04.2025;60;Female;South;Organic;;178,9;9;1;15,62;5;11;4
2060;09.04.2025;30;Male;North;PaidAds;CAMP6;622;8;0;0;0;0;
211;09.04.2025;25;Female;South;Organic;;394,7;5;0;0;0;0;
3771;09.04.2025;48;Male;East;Organic;;316,1;2;0;0;0;0;
1580;09.04.2025;22;Male;South;PaidAds;CAMP7;290,3;3;0;0;0;0;
4460;09.04.2025;62;Female;North;Organic;;288,1;6;0;0;0;0;
3936;09.04.2025;53;Male;West;Email;;285,2;7;0;0;0;0;
4432;09.04.2025;26;Male;East;Organic;;266,5;12;0;0;0;0;
3011;09.04.2025;23;Male;East;Email;;248,8;9;0;0;0;0;
2985;09.04.2025;35;Male;South;Organic;;246,3;5;0;0;0;0;
4961;09.04.2025;40;Female;East;PaidAds;CAMP1;245,1;4;0;0;0;0;
2775;09.04.2025;43;Female;East;PaidAds;CAMP2;223,9;8;0;0;0;0;
4910;09.04.2025;42;Male;North;PaidAds;CAMP3;195;2;0;0;0;0;
4103;09.04.2025;60;Female;West;Referral;;168,6;7;0;0;0;0;
2199;09.04.2025;31;Male;North;PaidAds;CAMP6;149,4;10;0;0;0;0;
1760;09.04.2025;33;Male;South;Email;;142,7;6;0;0;0;0;
1483;09.04.2025;24;Female;West;Referral;;138,2;6;0;0;0;0;
4163;09.04.2025;38;Female;West;Organic;;131,1;4;0;0;0;0;
2934;09.04.2025;28;Female;South;PaidAds;CAMP4;129,8;8;0;0;0;0;
3321;09.04.2025;38;Female;East;Organic;;121,5;10;0;0;0;0;
364;09.04.2025;18;Male;North;Organic;;117,2;7;0;0;0;0;
426;09.04.2025;25;Male;North;Organic;;113,2;3;0;0;0;0;
1313;09.04.2025;21;Female;South;Organic;;102,8;3;0;0;0;0;
2738;09.04.2025;31;Other;West;Organic;;100,6;5;0;0;0;0;
4806;09.04.2025;47;Male;East;Organic;;93,5;7;0;0;0;0;
3978;09.04.2025;55;Male;North;PaidAds;CAMP6;91,6;7;0;0;0;0;
321;09.04.2025;29;Male;West;Organic;;82,5;4;0;0;0;0;
322;09.05.2025;24;Female;South;PaidAds;CAMP4;420,2;6;1;409;5;11;4
92;09.05.2025;18;Male;East;PaidAds;CAMP2;115,5;6;1;177,66;4;15;4
2953;09.05.2025;29;Male;South;Organic;;599,7;4;1;43,23;3;13;3
1307;09.05.2025;29;Female;East;PaidAds;CAMP2;699,5;5;1;37,98;5;9;4
3346;09.05.2025;43;Female;North;PaidAds;CAMP1;485,3;8;1;28,13;2;7;5
2153;09.05.2025;36;Male;West;Organic;;409,8;3;1;25,72;6;6;4
631;09.05.2025;29;Male;East;PaidAds;CAMP1;547;7;0;0;0;0;
3712;09.05.2025;39;Female;South;Referral;;537,9;4;0;0;0;0;
2322;09.05.2025;37;Female;South;Organic;;469,5;6;0;0;0;0;
1797;09.05.2025;30;Female;East;PaidAds;CAMP5;430,3;10;0;0;0;0;
1367;09.05.2025;21;Female;East;Organic;;398,6;5;0;0;0;0;
3448;09.05.2025;42;Male;South;Referral;;374,7;4;0;0;0;0;
877;09.05.2025;28;Male;North;PaidAds;CAMP7;315;5;0;0;0;0;
1533;09.05.2025;24;Male;North;Organic;;313,7;7;0;0;0;0;
2673;09.05.2025;41;Female;West;Organic;;268,2;3;0;0;0;0;
4120;09.05.2025;52;Male;South;Organic;;259,2;5;0;0;0;0;
4968;09.05.2025;57;Male;South;Email;;243,1;9;0;0;0;0;
2922;09.05.2025;37;Male;East;Organic;;221,1;3;0;0;0;0;
3849;09.05.2025;51;Male;West;Organic;;202,4;12;0;0;0;0;
4153;09.05.2025;50;Female;South;Organic;;176;8;0;0;0;0;
2635;09.05.2025;30;Male;South;PaidAds;CAMP6;153,9;4;0;0;0;0;
2590;09.05.2025;39;Male;East;Email;;119,6;5;0;0;0;0;
2944;09.05.2025;28;Male;West;PaidAds;CAMP2;111,7;10;0;0;0;0;
2791;09.05.2025;36;Male;East;PaidAds;CAMP4;69,5;6;0;0;0;0;
3113;09.05.2025;36;Female;South;Organic;;56,7;9;0;0;0;0;
215;09.05.2025;28;Female;East;PaidAds;CAMP4;45,3;4;0;0;0;0;
4886;09.06.2025;53;Male;East;Email;;376,7;4;1;136,75;2;13;3
3393;09.06.2025;37;Female;South;Organic;;721,7;5;1;103,28;3;3;5
1849;09.06.2025;22;Female;East;Email;;807,1;5;1;95,84;2;2;4
3885;09.06.2025;49;Female;East;PaidAds;CAMP2;474,3;8;1;76,41;3;14;4
4819;09.06.2025;60;Male;East;Organic;;1570,2;4;1;72,02;3;9;4
4017;09.06.2025;51;Male;East;PaidAds;CAMP4;1187,7;4;1;70,96;4;10;4
199;09.06.2025;28;Female;North;Organic;;341,4;7;1;61,42;3;5;5
1736;09.06.2025;32;Male;South;PaidAds;CAMP2;343,6;3;1;51,34;4;9;5
2430;09.06.2025;33;Male;East;Organic;;187,1;6;1;29,45;3;12;3
4676;09.06.2025;57;Female;South;PaidAds;CAMP2;603,2;8;1;29,34;1;5;4
4860;09.06.2025;38;Female;West;PaidAds;CAMP6;571,3;7;0;0;0;0;
3498;09.06.2025;40;Female;West;Organic;;479,3;5;0;0;0;0;
2582;09.06.2025;41;Female;South;Organic;;429,4;9;0;0;0;0;
4554;09.06.2025;57;Female;South;Organic;;373,6;5;0;0;0;0;
3706;09.06.2025;51;Female;North;Referral;;365,1;8;0;0;0;0;
2512;09.06.2025;30;Other;West;Organic;;357,4;2;0;0;0;0;
1554;09.06.2025;19;Male;East;PaidAds;CAMP4;323,5;7;0;0;0;0;
428;09.06.2025;26;Male;North;Organic;;314,3;15;0;0;0;0;
4911;09.06.2025;33;Female;East;Email;;285,4;5;0;0;0;0;
89;09.06.2025;29;Male;South;Referral;;224,6;6;0;0;0;0;
1917;09.06.2025;33;Female;North;Organic;;181;8;0;0;0;0;
1045;09.06.2025;24;Female;East;PaidAds;CAMP2;162,1;7;0;0;0;0;
3750;09.06.2025;30;Male;North;Organic;;154,7;4;0;0;0;0;
1103;09.06.2025;29;Female;South;Organic;;92,5;4;0;0;0;0;
1121;09.06.2025;23;Female;West;Organic;;59,2;4;0;0;0;0;
4722;10.01.2025;67;Female;West;PaidAds;CAMP4;179,3;5;1;85,46;3;14;5
301;10.01.2025;22;Male;South;Email;;486,7;7;1;55,13;3;11;4
3663;10.01.2025;37;Female;South;Organic;;461,5;4;1;43,3;4;5;4
1303;10.01.2025;30;Male;South;Organic;;316,5;4;1;39,91;2;6;5
2602;10.01.2025;34;Male;North;Email;;468,4;3;1;25,24;3;6;5
3810;10.01.2025;53;Other;North;Referral;;105;6;1;22,33;2;6;3
3979;10.01.2025;63;Other;West;PaidAds;CAMP5;122;5;1;18,42;4;9;3
2024;10.01.2025;36;Male;West;Organic;;660,8;6;0;0;0;0;
3488;10.01.2025;23;Female;South;Email;;603,4;3;0;0;0;0;
2906;10.01.2025;39;Male;South;PaidAds;CAMP3;515,8;6;0;0;0;0;
4108;10.01.2025;51;Male;North;PaidAds;CAMP5;515,3;8;0;0;0;0;
3994;10.01.2025;58;Female;North;Organic;;513,7;12;0;0;0;0;
4651;10.01.2025;69;Female;South;Organic;;503,4;5;0;0;0;0;
2330;10.01.2025;41;Male;South;Organic;;502,3;3;0;0;0;0;
4373;10.01.2025;59;Male;East;Organic;;427,5;5;0;0;0;0;
2654;10.01.2025;46;Male;West;Email;;393,3;4;0;0;0;0;
2987;10.01.2025;34;Male;West;PaidAds;CAMP3;343;4;0;0;0;0;
4336;10.01.2025;58;Other;South;PaidAds;CAMP3;292,2;4;0;0;0;0;
2563;10.01.2025;44;Male;West;Organic;;264,7;6;0;0;0;0;
149;10.01.2025;20;Male;South;Organic;;242,8;8;0;0;0;0;
819;10.01.2025;19;Female;East;PaidAds;CAMP3;231;3;0;0;0;0;
978;10.01.2025;31;Male;East;Email;;163,9;8;0;0;0;0;
4952;10.01.2025;39;Female;East;Organic;;157,9;8;0;0;0;0;
3809;10.01.2025;50;Male;South;PaidAds;CAMP4;146,2;6;0;0;0;0;
3450;10.01.2025;36;Female;West;Organic;;140;5;0;0;0;0;
3959;10.01.2025;35;Female;North;PaidAds;CAMP1;96,3;6;0;0;0;0;
3010;10.01.2025;44;Male;West;Organic;;93,3;4;0;0;0;0;
4746;10.01.2025;64;Male;South;Organic;;88,2;5;0;0;0;0;
2065;10.01.2025;32;Female;East;Organic;;52,7;5;0;0;0;0;
702;10.01.2025;32;Female;North;Email;;28;5;0;0;0;0;
4928;10.02.2025;36;Male;North;Organic;;707,7;9;1;115,62;3;12;5
214;10.02.2025;24;Female;East;Email;;321,9;5;1;85,8;1;13;4
2915;10.02.2025;36;Female;East;Email;;279,4;5;1;73,34;2;4;5
3983;10.02.2025;47;Female;East;PaidAds;CAMP6;865,2;5;1;71,99;5;1;4
3813;10.02.2025;51;Female;North;Organic;;929;5;1;57,71;6;6;5
469;10.02.2025;22;Female;East;PaidAds;CAMP6;96,2;3;1;56,04;6;1;3
2039;10.02.2025;27;Male;North;PaidAds;CAMP7;480,9;4;1;24,64;2;5;4
1112;10.02.2025;24;Female;North;Organic;;650;6;1;23,88;3;14;5
1113;10.02.2025;19;Male;North;Organic;;247,4;9;1;20,76;2;7;4
174;10.02.2025;23;Female;South;PaidAds;CAMP7;838,2;3;0;0;0;0;
2908;10.02.2025;27;Male;East;Organic;;787,4;3;0;0;0;0;
1840;10.02.2025;30;Female;East;Organic;;641,5;7;0;0;0;0;
4080;10.02.2025;44;Male;South;PaidAds;CAMP4;616,4;4;0;0;0;0;
2471;10.02.2025;21;Female;East;Organic;;425,5;7;0;0;0;0;
3934;10.02.2025;46;Female;East;Referral;;413,9;3;0;0;0;0;
831;10.02.2025;28;Male;West;Referral;;322,5;8;0;0;0;0;
1493;10.02.2025;28;Male;East;PaidAds;CAMP1;284,2;3;0;0;0;0;
2175;10.02.2025;42;Female;West;PaidAds;CAMP1;267,3;6;0;0;0;0;
2742;10.02.2025;35;Male;South;PaidAds;CAMP5;260,4;8;0;0;0;0;
4443;10.02.2025;51;Male;South;Email;;184,9;5;0;0;0;0;
3984;10.02.2025;56;Male;East;Organic;;181,5;10;0;0;0;0;
1603;10.02.2025;23;Male;South;Organic;;179,8;7;0;0;0;0;
3230;10.02.2025;33;Male;North;Email;;146,5;6;0;0;0;0;
4365;10.02.2025;36;Female;East;PaidAds;CAMP3;128,6;8;0;0;0;0;
2575;10.02.2025;49;Female;East;PaidAds;CAMP1;101,5;7;0;0;0;0;
2200;10.03.2025;35;Male;South;Email;;485,8;4;1;515;2;13;5
956;10.03.2025;19;Female;East;Referral;;132,1;5;1;179;1;6;4
3358;10.03.2025;44;Female;West;PaidAds;CAMP4;118;5;1;163,51;3;8;3
4871;10.03.2025;51;Female;South;Email;;319,9;5;1;140,96;4;9;4
522;10.03.2025;31;Female;East;Organic;;591;7;1;119,1;4;12;5
1820;10.03.2025;39;Male;South;Organic;;108,7;1;1;52,23;1;12;5
4251;10.03.2025;49;Female;North;Organic;;1686,7;7;1;34,05;3;11;4
2971;10.03.2025;30;Male;West;PaidAds;CAMP3;731,3;6;1;29,25;4;15;4
3902;10.03.2025;46;Female;West;Email;;932,6;8;1;23,47;1;9;4
2684;10.03.2025;19;Female;South;Organic;;1839,2;6;1;23,34;4;8;5
3678;10.03.2025;38;Male;North;Referral;;212,2;3;1;16,29;3;7;4
4164;10.03.2025;30;Female;South;Referral;;306,6;10;1;15,43;3;7;4
1499;10.03.2025;22;Male;West;Organic;;291,4;5;1;13,68;3;14;4
4335;10.03.2025;75;Male;North;Referral;;486,2;5;1;13,38;2;9;4
2090;10.03.2025;32;Male;West;Organic;;670,2;6;0;0;0;0;
4339;10.03.2025;47;Male;East;Organic;;454,7;7;0;0;0;0;
3831;10.03.2025;47;Female;North;Email;;342;3;0;0;0;0;
1505;10.03.2025;18;Female;North;PaidAds;CAMP5;226,1;6;0;0;0;0;
4852;10.03.2025;47;Female;North;PaidAds;CAMP2;158,5;6;0;0;0;0;
4409;10.03.2025;35;Female;West;PaidAds;CAMP5;148,5;5;0;0;0;0;
1671;10.03.2025;30;Male;North;Organic;;66,2;6;0;0;0;0;
4377;10.03.2025;42;Female;West;PaidAds;CAMP3;59,6;3;0;0;0;0;
910;10.03.2025;38;Female;East;Organic;;51,4;6;0;0;0;0;
188;10.04.2025;33;Male;North;Organic;;167,4;7;1;160;4;14;4
4285;10.04.2025;46;Female;North;Referral;;1002,8;7;1;136;1;5;4
4483;10.04.2025;56;Male;East;PaidAds;CAMP7;398,8;9;1;100,83;7;9;5
4783;10.04.2025;49;Female;North;PaidAds;CAMP7;36,6;8;1;52,23;2;6;4
915;10.04.2025;29;Female;North;Email;;550,8;4;1;51,96;4;4;5
3858;10.04.2025;32;Male;North;PaidAds;CAMP7;659,9;8;1;43,42;3;4;4
534;10.04.2025;28;Male;West;Email;;1236,2;5;1;24,81;2;3;4
1901;10.04.2025;23;Female;West;Organic;;279,2;4;1;17,61;5;7;5
4535;10.04.2025;52;Female;East;PaidAds;CAMP4;219,6;5;1;14,66;8;3;4
1331;10.04.2025;19;Male;East;PaidAds;CAMP3;588,2;9;0;0;0;0;
553;10.04.2025;29;Female;East;PaidAds;CAMP5;433,7;7;0;0;0;0;
1657;10.04.2025;26;Male;South;PaidAds;CAMP6;417,2;7;0;0;0;0;
1548;10.04.2025;23;Female;South;Organic;;401,2;7;0;0;0;0;
3201;10.04.2025;35;Female;South;Email;;347,7;3;0;0;0;0;
478;10.04.2025;18;Male;West;Organic;;341,7;5;0;0;0;0;
327;10.04.2025;19;Male;North;Referral;;319,4;2;0;0;0;0;
4912;10.04.2025;30;Male;East;Referral;;244,8;6;0;0;0;0;
2441;10.04.2025;31;Male;South;Referral;;241,6;8;0;0;0;0;
2593;10.04.2025;30;Male;East;Organic;;230,4;5;0;0;0;0;
1126;10.04.2025;33;Other;East;PaidAds;CAMP5;216,2;6;0;0;0;0;
3665;10.04.2025;28;Female;South;PaidAds;CAMP7;194,9;1;0;0;0;0;
4985;10.04.2025;36;Male;North;Organic;;173,5;4;0;0;0;0;
1895;10.04.2025;20;Male;East;PaidAds;CAMP7;144,5;6;0;0;0;0;
4410;10.04.2025;44;Female;East;PaidAds;CAMP7;138,3;8;0;0;0;0;
2993;10.04.2025;42;Female;South;Organic;;136,7;6;0;0;0;0;
4348;10.04.2025;31;Male;South;PaidAds;CAMP6;103,7;4;0;0;0;0;
942;10.04.2025;27;Male;South;Organic;;85,1;7;0;0;0;0;
4515;10.04.2025;60;Female;South;Email;;78,4;6;0;0;0;0;
3598;10.04.2025;33;Female;West;PaidAds;CAMP4;72,3;7;0;0;0;0;
1332;10.05.2025;28;Male;West;Email;;241,9;9;1;97,61;4;10;4
2989;10.05.2025;29;Male;West;PaidAds;CAMP2;683,2;6;1;74;1;10;4
3219;10.05.2025;37;Male;West;Organic;;278,9;7;1;63,06;7;4;4
4317;10.05.2025;47;Female;West;Organic;;502,4;3;1;60,49;2;2;4
2135;10.05.2025;25;Male;North;PaidAds;CAMP5;410,1;6;1;51,57;4;1;4
1590;10.05.2025;21;Female;North;Organic;;659,9;5;1;45,09;2;6;3
4652;10.05.2025;51;Female;West;Organic;;640,1;9;1;40,05;2;2;5
779;10.05.2025;30;Male;West;Organic;;693,3;8;1;27,89;6;9;4
1916;10.05.2025;31;Female;North;PaidAds;CAMP7;440,1;11;1;20,85;5;13;4
4741;10.05.2025;33;Male;South;PaidAds;CAMP1;267,2;7;1;18,17;4;4;4
4660;10.05.2025;42;Female;West;Organic;;600,6;5;0;0;0;0;
967;10.05.2025;26;Male;East;Email;;349,3;5;0;0;0;0;
2810;10.05.2025;29;Male;East;Referral;;344,6;2;0;0;0;0;
1512;10.05.2025;19;Male;South;PaidAds;CAMP1;306,6;6;0;0;0;0;
4561;10.05.2025;69;Male;East;PaidAds;CAMP4;183,8;5;0;0;0;0;
2474;10.05.2025;30;Female;East;Email;;178,6;6;0;0;0;0;
646;10.06.2025;30;Male;North;Email;;254,1;6;1;142;3;11;3
4059;10.06.2025;50;Female;East;Organic;;791,8;3;1;77;5;3;5
2136;10.06.2025;28;Male;East;Email;;274,5;3;1;1419,3;2;11;4
1773;10.06.2025;38;Female;East;Organic;;375,1;3;1;170,79;4;4;4
2871;10.06.2025;28;Female;East;Organic;;688,3;6;1;82,07;4;2;4
119;10.06.2025;29;Male;South;PaidAds;CAMP7;333,8;5;1;74,58;1;9;5
759;10.06.2025;20;Female;South;Email;;847,4;1;1;62,02;3;12;4
2237;10.06.2025;48;Male;East;Organic;;572,2;5;1;43,08;2;6;4
2622;10.06.2025;47;Male;West;Organic;;361,5;2;1;34,27;1;7;5
2873;10.06.2025;24;Male;East;Referral;;276,7;7;1;20,43;3;8;5
474;10.06.2025;28;Female;North;PaidAds;CAMP1;404,2;4;1;19,84;4;12;5
2675;10.06.2025;44;Female;North;Organic;;138;8;1;15,81;3;2;4
1600;10.06.2025;33;Male;West;Email;;808,6;4;0;0;0;0;
2395;10.06.2025;41;Female;East;Email;;778,5;8;0;0;0;0;
229;10.06.2025;18;Male;North;PaidAds;CAMP2;771,7;8;0;0;0;0;
4109;10.06.2025;39;Female;West;Organic;;725,8;3;0;0;0;0;
3226;10.06.2025;34;Female;South;PaidAds;CAMP6;562,7;8;0;0;0;0;
3341;10.06.2025;51;Male;North;PaidAds;CAMP3;515,2;7;0;0;0;0;
281;10.06.2025;25;Female;East;PaidAds;CAMP2;512;2;0;0;0;0;
3335;10.06.2025;27;Female;South;Referral;;475,3;6;0;0;0;0;
2510;10.06.2025;43;Male;East;Organic;;474,9;6;0;0;0;0;
490;10.06.2025;18;Female;East;Organic;;380,5;5;0;0;0;0;
4523;10.06.2025;60;Male;West;PaidAds;CAMP3;204,7;10;0;0;0;0;
2758;10.06.2025;28;Female;West;Organic;;185;9;0;0;0;0;
906;10.06.2025;22;Male;East;Organic;;161,9;6;0;0;0;0;
1231;10.06.2025;23;Male;South;PaidAds;CAMP4;120;6;0;0;0;0;
2263;10.06.2025;26;Male;East;PaidAds;CAMP5;112,3;7;0;0;0;0;
2114;10.06.2025;47;Female;North;PaidAds;CAMP6;87,7;9;0;0;0;0;
3575;10.06.2025;49;Female;South;PaidAds;CAMP6;75,6;7;0;0;0;0;
459;11.01.2025;27;Male;South;Organic;;53,8;4;1;529;3;3;5
4284;11.01.2025;45;Male;East;Email;;573,6;5;1;1412;4;13;4
1941;11.01.2025;40;Female;North;PaidAds;CAMP5;433,7;8;1;498,01;3;5;5
2332;11.01.2025;26;Female;East;PaidAds;CAMP6;167,7;6;1;107,48;5;9;4
529;11.01.2025;27;Male;West;Organic;;375,4;5;1;97,13;1;13;4
1622;11.01.2025;29;Female;East;PaidAds;CAMP1;527,8;3;1;60,2;4;4;4
3025;11.01.2025;30;Male;North;Referral;;709,9;6;1;40,45;4;7;5
4010;11.01.2025;60;Female;East;PaidAds;CAMP5;166,1;9;1;34,31;1;9;4
3563;11.01.2025;30;Male;East;Email;;550,8;7;1;32,16;3;14;5
4361;11.01.2025;43;Male;South;Organic;;759,7;6;1;30,67;2;7;4
1101;11.01.2025;24;Male;South;PaidAds;CAMP3;120;8;1;22,63;3;14;5
7;11.01.2025;24;Female;East;PaidAds;CAMP1;734;3;1;13,35;3;9;4
4892;11.01.2025;59;Male;West;Organic;;840,5;8;0;0;0;0;
617;11.01.2025;22;Male;West;PaidAds;CAMP4;608,8;8;0;0;0;0;
1320;11.01.2025;21;Female;East;PaidAds;CAMP4;472,5;8;0;0;0;0;
4237;11.01.2025;58;Female;North;PaidAds;CAMP2;347;6;0;0;0;0;
4456;11.01.2025;52;Female;South;Organic;;337,6;3;0;0;0;0;
1414;11.01.2025;29;Male;South;Organic;;324,4;7;0;0;0;0;
4210;11.01.2025;45;Female;East;PaidAds;CAMP6;324;5;0;0;0;0;
425;11.01.2025;22;Male;West;Organic;;291,4;8;0;0;0;0;
4086;11.01.2025;51;Male;East;Referral;;279,1;7;0;0;0;0;
2733;11.01.2025;42;Male;South;Organic;;263,7;8;0;0;0;0;
4793;11.01.2025;34;Female;North;Organic;;210,9;7;0;0;0;0;
3744;11.01.2025;42;Female;South;Organic;;184,7;5;0;0;0;0;
1717;11.01.2025;32;Female;East;Organic;;179,3;4;0;0;0;0;
1521;11.01.2025;30;Male;West;PaidAds;CAMP1;176,5;8;0;0;0;0;
2678;11.01.2025;33;Female;West;PaidAds;CAMP2;170,4;6;0;0;0;0;
1999;11.01.2025;24;Female;North;PaidAds;CAMP4;166,8;4;0;0;0;0;
1715;11.01.2025;30;Female;South;Email;;164,6;5;0;0;0;0;
3165;11.01.2025;20;Male;West;Organic;;126,5;5;0;0;0;0;
2449;11.01.2025;19;Female;East;Organic;;116,7;6;0;0;0;0;
3234;11.01.2025;38;Male;South;Organic;;46;6;0;0;0;0;
1232;11.02.2025;20;Female;East;PaidAds;CAMP6;402;7;1;173,57;3;15;5
125;11.02.2025;26;Female;West;Referral;;1345,2;4;1;93,76;1;3;4
1033;11.02.2025;18;Female;South;PaidAds;CAMP6;234,7;6;1;87,6;3;3;5
3955;11.02.2025;63;Male;South;Organic;;245,8;6;1;79,6;2;8;4
543;11.02.2025;25;Female;South;PaidAds;CAMP1;110,3;4;1;56,9;2;1;5
1095;11.02.2025;36;Male;East;Referral;;204,6;8;1;35,82;2;6;3
1555;11.02.2025;24;Female;North;Organic;;558,9;4;1;33,25;1;13;4
1333;11.02.2025;23;Male;North;PaidAds;CAMP5;1675,6;4;1;30,67;6;13;4
109;11.02.2025;21;Male;South;Referral;;302,2;12;1;30,13;2;5;3
745;11.02.2025;21;Male;East;Email;;180,8;10;1;29,18;3;11;3
3535;11.02.2025;18;Female;North;Email;;518,3;6;1;20,49;5;8;4
881;11.02.2025;21;Male;South;Organic;;879,8;6;0;0;0;0;
777;11.02.2025;29;Female;South;PaidAds;CAMP5;702,5;4;0;0;0;0;
4082;11.02.2025;40;Male;East;PaidAds;CAMP2;564,4;3;0;0;0;0;
3437;11.02.2025;40;Female;East;Organic;;563,2;7;0;0;0;0;
2567;11.02.2025;25;Male;West;PaidAds;CAMP4;550,3;12;0;0;0;0;
1581;11.02.2025;29;Male;West;Referral;;506,6;8;0;0;0;0;
4565;11.02.2025;60;Female;West;Organic;;414,9;4;0;0;0;0;
3597;11.02.2025;29;Female;West;PaidAds;CAMP3;394,1;6;0;0;0;0;
2728;11.02.2025;41;Male;South;Organic;;301,6;3;0;0;0;0;
4020;11.02.2025;66;Male;South;Email;;299,6;9;0;0;0;0;
3215;11.02.2025;44;Female;South;Organic;;298,5;7;0;0;0;0;
3521;11.02.2025;26;Male;East;Email;;295,1;4;0;0;0;0;
3880;11.02.2025;59;Female;South;PaidAds;CAMP3;288,8;7;0;0;0;0;
3419;11.02.2025;29;Female;South;Organic;;284,8;11;0;0;0;0;
1090;11.02.2025;31;Female;South;Organic;;219,3;5;0;0;0;0;
1047;11.02.2025;26;Male;East;Email;;204,4;10;0;0;0;0;
2822;11.02.2025;48;Male;East;Organic;;197,5;6;0;0;0;0;
2911;11.02.2025;35;Male;South;Organic;;173,5;10;0;0;0;0;
4598;11.02.2025;56;Female;North;PaidAds;CAMP1;89,9;6;0;0;0;0;
4745;11.02.2025;39;Male;East;Referral;;81,8;8;0;0;0;0;
4372;11.03.2025;41;Male;West;PaidAds;CAMP7;389,9;3;1;346;1;12;5
2751;11.03.2025;33;Male;South;PaidAds;CAMP6;512,1;9;1;44;1;14;4
4264;11.03.2025;46;Male;West;Referral;;484,7;3;1;107;4;10;4
3287;11.03.2025;36;Female;East;PaidAds;CAMP7;755,3;5;1;67,52;2;12;4
361;11.03.2025;20;Female;North;PaidAds;CAMP2;604;5;1;59,3;4;2;4
2630;11.03.2025;24;Female;North;Email;;171,5;9;1;51,31;2;8;5
2494;11.03.2025;32;Male;North;Referral;;906,5;6;1;23,53;4;4;4
252;11.03.2025;18;Male;East;Organic;;350,8;6;1;19,96;3;12;4
3688;11.03.2025;38;Male;North;Organic;;1510;8;1;18,36;3;15;5
178;11.03.2025;20;Other;West;Referral;;881,2;6;1;18,32;2;5;3
1077;11.03.2025;26;Female;North;Referral;;577,6;4;1;16,65;4;3;4
366;11.03.2025;29;Female;East;Referral;;819,7;3;0;0;0;0;
4895;11.03.2025;45;Male;East;Organic;;404,5;4;0;0;0;0;
3518;11.03.2025;24;Male;West;Email;;395,8;3;0;0;0;0;
61;11.03.2025;25;Female;East;Organic;;380,8;6;0;0;0;0;
2417;11.03.2025;19;Male;West;Organic;;373,7;5;0;0;0;0;
2437;11.03.2025;42;Male;East;Organic;;321,4;6;0;0;0;0;
2336;11.03.2025;34;Male;East;Organic;;269,8;8;0;0;0;0;
2272;11.03.2025;25;Female;East;Organic;;216,6;4;0;0;0;0;
2420;11.03.2025;44;Male;South;Organic;;200;6;0;0;0;0;
3834;11.03.2025;56;Female;North;Referral;;182,6;7;0;0;0;0;
4655;11.03.2025;46;Male;North;PaidAds;CAMP2;166,6;6;0;0;0;0;
4166;11.03.2025;58;Male;East;PaidAds;CAMP3;147,3;5;0;0;0;0;
2975;11.03.2025;26;Female;South;PaidAds;CAMP7;115,5;13;0;0;0;0;
1964;11.03.2025;32;Female;East;PaidAds;CAMP2;108,5;6;0;0;0;0;
1489;11.03.2025;22;Male;West;Organic;;103,9;3;0;0;0;0;
747;11.03.2025;18;Female;East;Referral;;60,5;7;0;0;0;0;
4054;11.04.2025;72;Female;East;Referral;;179,3;6;1;242;2;2;4
686;11.04.2025;21;Female;South;Referral;;971,2;6;1;255;3;15;5
452;11.04.2025;22;Male;East;Organic;;585,4;6;1;90,31;3;6;4
3617;11.04.2025;28;Male;South;Organic;;611,5;9;1;52,75;4;4;2
2194;11.04.2025;26;Female;South;PaidAds;CAMP5;598,6;4;1;50,96;4;3;5
2453;11.04.2025;28;Female;South;PaidAds;CAMP5;160,4;7;1;37,63;7;9;5
4386;11.04.2025;48;Male;South;Organic;;84,5;10;1;28,65;2;8;4
3388;11.04.2025;31;Male;East;Email;;683,8;11;0;0;0;0;
3303;11.04.2025;41;Male;North;Organic;;592,2;5;0;0;0;0;
256;11.04.2025;18;Female;West;Organic;;459,8;7;0;0;0;0;
3268;11.04.2025;44;Male;East;Email;;386,1;10;0;0;0;0;
2368;11.04.2025;35;Female;South;PaidAds;CAMP5;335,8;9;0;0;0;0;
3879;11.04.2025;56;Female;North;PaidAds;CAMP5;313;6;0;0;0;0;
